iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_attractiveness,pf_o_sincerity,pf_o_intelligence,pf_o_fun,pf_o_ambition,pf_o_sharedinterests,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,race,imprace,imprelig,goal,date,go_out,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es
242,9,0,17,1,10,9,4,6,8,250,1,0.67,0,25,6,20,20,20,20,10,10,1,7,8,7,8,7,8,7,9,2,26,sociology,3,3,3,3,3,7,3,6,20,20,25,20,5,10,1,7,7,7,6,9,7,7,6,0,3
242,9,0,17,1,10,9,4,4,9,251,1,0.44,0,33,6,19,19,19,19,19,5,1,8,9,8,8,8,8,8,7,2,26,sociology,3,3,3,3,3,7,3,6,20,20,25,20,5,10,1,3,6,7,5,3,7,6,6,0,3
243,1,1,2,1,10,9,8,7,1,234,0,0.43,0,22,6,20,20,20,10,10,20,0,4,8,9,7,8,2,5,2,2,27,Japanese Literature,16,2,2,3,2,6,2,6,20,20,20,25,5,10,1,6,9,7,7,8,,7,7,0,3
243,1,1,2,1,10,9,1,9,2,235,1,0.33,1,23,2,15,15,20,20,20,10,1,6,6,6,5,5,5,5,3,2,27,Japanese Literature,16,2,2,3,2,6,2,6,20,20,20,25,5,10,1,8,8,8,8,,,8,7,0,3
243,1,1,2,1,10,9,2,1,3,236,0,0.06,0,24,4,15,20,15,20,15,15,1,6,7,8,6,7,5,7,7,2,27,Japanese Literature,16,2,2,3,2,6,2,6,20,20,20,25,5,10,0,6,8,8,5,,,6,5,0,3
243,1,1,2,1,10,9,3,2,4,237,0,0.38,1,34,2,10,20,20,20,20,10,0,4,2,4,2,1,0,2,0,2,27,Japanese Literature,16,2,2,3,2,6,2,6,20,20,20,25,5,10,1,7,8,7,8,7,,7,6,0,3
243,1,1,2,1,10,9,7,6,5,238,0,0.28,1,27,2,15,20,20,15,15,15,1,8,8,9,8,9,7,7,7,2,27,Japanese Literature,16,2,2,3,2,6,2,6,20,20,20,25,5,10,0,6,7,6,5,8,,6,5,0,3
243,1,1,2,1,10,9,6,5,6,239,0,0.28,1,34,2,10,25,20,20,5,20,1,7,9,9,6,6,8,8,,2,27,Japanese Literature,16,2,2,3,2,6,2,6,20,20,20,25,5,10,0,6,9,7,6,9,,6,6,0,3
243,1,1,2,1,10,9,5,4,7,240,0,0.09,0,26,4,10,30,30,10,10,10,1,7,7,7,7,5,7,7,4,2,27,Japanese Literature,16,2,2,3,2,6,2,6,20,20,20,25,5,10,0,7,7,7,9,9,,7,7,0,3
243,1,1,2,1,10,9,9,8,8,241,1,0.51,0,29,4,90,2,2,2,2,2,1,5,6,8,7,6,6,7,7,2,27,Japanese Literature,16,2,2,3,2,6,2,6,20,20,20,25,5,10,1,7,7,6,8,,,7,7,0,3
243,1,1,2,1,10,9,4,3,9,242,1,0.31,0,26,3,20,20,25,20,5,10,1,4,6,7,3,2,7,6,5,2,27,Japanese Literature,16,2,2,3,2,6,2,6,20,20,20,25,5,10,1,7,8,8,8,7,7,8,7,0,3
244,2,1,4,1,10,9,8,4,1,234,0,0.46,0,22,6,20,20,20,10,10,20,1,7,8,8,7,9,5,7,4,2,28,MBA,8,2,8,9,2,5,3,5,20,20,20,10,10,20,0,6,8,9,8,9,3,3,2,0,1
244,2,1,4,1,10,9,1,6,2,235,0,0.01,1,23,2,15,15,20,20,20,10,0,6,7,7,6,7,6,6,4,2,28,MBA,8,2,8,9,2,5,3,5,20,20,20,10,10,20,1,9,9,7,8,8,5,6,4,0,1
244,2,1,4,1,10,9,2,7,3,236,0,0.07,0,24,4,15,20,15,20,15,15,1,7,7,7,9,9,9,8,8,2,28,MBA,8,2,8,9,2,5,3,5,20,20,20,10,10,20,0,4,6,7,2,2,1,4,2,0,1
244,2,1,4,1,10,9,3,8,4,237,0,0.73,1,34,2,10,20,20,20,20,10,1,7,8,6,6,7,5,6,6,,28,MBA,8,2,8,9,2,5,3,5,20,20,20,10,10,20,0,2,6,8,4,3,1,3,7,0,1
244,2,1,4,1,10,9,7,3,5,238,1,0.18,1,27,2,15,20,20,15,15,15,1,8,9,9,8,9,8,8,7,2,28,MBA,8,2,8,9,2,5,3,5,20,20,20,10,10,20,1,8,8,8,8,9,7,8,5,0,1
244,2,1,4,1,10,9,6,2,6,239,0,0.66,1,34,2,10,25,20,20,5,20,0,7,6,6,7,8,7,6,2,2,28,MBA,8,2,8,9,2,5,3,5,20,20,20,10,10,20,0,6,8,9,3,6,3,3,2,0,1
244,2,1,4,1,10,9,5,1,7,240,0,-0.31,0,26,4,10,30,30,10,10,10,1,7,7,6,6,5,5,6,6,2,28,MBA,8,2,8,9,2,5,3,5,20,20,20,10,10,20,0,8,6,8,10,9,2,3,3,0,1
244,2,1,4,1,10,9,9,5,8,241,0,0,0,29,4,90,2,2,2,2,2,0,5,7,8,6,7,5,6,6,2,28,MBA,8,2,8,9,2,5,3,5,20,20,20,10,10,20,1,8,9,9,9,9,7,7,5,0,1
244,2,1,4,1,10,9,4,9,9,242,0,0.19,0,26,3,20,20,25,20,5,10,1,3,6,6,5,9,5,7,5,2,28,MBA,8,2,8,9,2,5,3,5,20,20,20,10,10,20,0,8,5,7,5,3,1,4,2,0,1
245,3,1,6,1,10,9,8,6,1,234,0,0.05,0,22,6,20,20,20,10,10,20,0,4,6,10,6,6,7,6,2,2,32,Philosophy,7,2,1,6,4,5,2,2,18,10,30,10,10,22,1,8,7,6,6,,5,7,3,0,2
245,3,1,6,1,10,9,1,8,2,235,0,0.43,1,23,2,15,15,20,20,20,10,0,2,6,8,4,8,3,3,2,2,32,Philosophy,7,2,1,6,4,5,2,2,18,10,30,10,10,22,0,7,6,6,5,4,4,6,4,0,2
245,3,1,6,1,10,9,2,9,3,236,0,0.19,0,24,4,15,20,15,20,15,15,0,4,6,9,3,9,5,7,7,2,32,Philosophy,7,2,1,6,4,5,2,2,18,10,30,10,10,22,1,9,7,8,6,6,5,8,2,0,2
245,3,1,6,1,10,9,3,1,4,237,0,0.31,1,34,2,10,20,20,20,20,10,1,6,8,9,8,10,,7,7,2,32,Philosophy,7,2,1,6,4,5,2,2,18,10,30,10,10,22,0,7,8,6,6,,,6,4,0,2
245,3,1,6,1,10,9,7,5,5,238,0,0.26,1,27,2,15,20,20,15,15,15,1,8,9,10,9,10,8,7,8,2,32,Philosophy,7,2,1,6,4,5,2,2,18,10,30,10,10,22,0,6,7,6,6,6,4,5,5,0,2
245,3,1,6,1,10,9,6,4,6,239,1,0.54,1,34,2,10,25,20,20,5,20,1,7,6,9,8,7,7,8,6,2,32,Philosophy,7,2,1,6,4,5,2,2,18,10,30,10,10,22,1,6,8,8,6,5,3,7,,0,2
245,3,1,6,1,10,9,5,3,7,240,0,0.18,0,26,4,10,30,30,10,10,10,0,5,7,6,5,6,3,6,4,2,32,Philosophy,7,2,1,6,4,5,2,2,18,10,30,10,10,22,1,8,7,8,7,7,4,8,3,0,2
245,3,1,6,1,10,9,9,7,8,241,0,0.11,0,29,4,90,2,2,2,2,2,0,4,7,10,7,8,5,6,4,2,32,Philosophy,7,2,1,6,4,5,2,2,18,10,30,10,10,22,1,9,8,7,7,6,4,8,4,0,2
245,3,1,6,1,10,9,4,2,9,242,0,0.73,0,26,3,20,20,25,20,5,10,0,3,2,6,2,2,7,3,4,2,32,Philosophy,7,2,1,6,4,5,2,2,18,10,30,10,10,22,0,9,8,8,7,7,6,7,2,0,2
246,4,1,8,1,10,9,8,2,1,234,0,0.44,0,22,6,20,20,20,10,10,20,0,4,8,7,5,6,2,4,1,,25,biotechnology,10,2,7,1,1,7,6,3,35,20,10,20,10,5,0,3,6,7,,,,5,5,0,5
246,4,1,8,1,10,9,1,4,2,235,0,0.44,1,23,2,15,15,20,20,20,10,0,3,7,5,4,4,4,3,2,2,25,biotechnology,10,2,7,1,1,7,6,3,35,20,10,20,10,5,1,6,3,5,5,,4,4,3,0,5
246,4,1,8,1,10,9,2,5,3,236,0,0.26,0,24,4,15,20,15,20,15,15,0,4,7,5,5,7,7,6,6,2,25,biotechnology,10,2,7,1,1,7,6,3,35,20,10,20,10,5,0,2,3,,2,,4,4,3,0,5
246,4,1,8,1,10,9,3,6,4,237,0,0.24,1,34,2,10,20,20,20,20,10,0,2,6,5,2,3,2,3,2,,25,biotechnology,10,2,7,1,1,7,6,3,35,20,10,20,10,5,0,3,7,7,4,,5,5,3,0,5
246,4,1,8,1,10,9,7,1,5,238,0,0.46,1,27,2,15,20,20,15,15,15,0,7,9,9,9,10,6,7,8,2,25,biotechnology,10,2,7,1,1,7,6,3,35,20,10,20,10,5,1,6,6,7,,,5,7,3,0,5
246,4,1,8,1,10,9,6,9,6,239,0,0.52,1,34,2,10,25,20,20,5,20,0,5,9,7,7,5,6,7,6,2,25,biotechnology,10,2,7,1,1,7,6,3,35,20,10,20,10,5,1,5,5,6,5,,6,6,5,,5
246,4,1,8,1,10,9,5,8,7,240,0,-0.25,0,26,4,10,30,30,10,10,10,0,4,4,4,5,5,4,5,2,2,25,biotechnology,10,2,7,1,1,7,6,3,35,20,10,20,10,5,1,5,7,7,7,5,5,7,6,,5
246,4,1,8,1,10,9,9,3,8,241,0,0.14,0,29,4,90,2,2,2,2,2,0,4,9,8,6,6,4,6,5,2,25,biotechnology,10,2,7,1,1,7,6,3,35,20,10,20,10,5,1,8,5,6,7,,5,5,5,0,5
246,4,1,8,1,10,9,4,7,9,242,1,0.33,0,26,3,20,20,25,20,5,10,1,4,8,8,6,,,6,6,2,25,biotechnology,10,2,7,1,1,7,6,3,35,20,10,20,10,5,1,8,7,7,7,5,,7,5,0,5
247,5,1,10,1,10,9,8,9,1,234,0,-0.2,0,22,6,20,20,20,10,10,20,0,3,7,9,2,9,,,1,2,25,Earth and Environmental Science,10,4,1,1,1,6,4,6,20,30,10,15,0,25,1,3,7,5,5,4,4,6,6,0,5
247,5,1,10,1,10,9,1,2,2,235,0,-0.63,0,23,2,15,15,20,20,20,10,0,3,8,7,5,5,2,4,3,2,25,Earth and Environmental Science,10,4,1,1,1,6,4,6,20,30,10,15,0,25,1,8,7,7,7,2,3,7,6,0,5
247,5,1,10,1,10,9,2,3,3,236,0,-0.14,1,24,4,15,20,15,20,15,15,0,3,7,7,4,7,3,6,7,2,25,Earth and Environmental Science,10,4,1,1,1,6,4,6,20,30,10,15,0,25,0,7,7,5,3,7,3,3,3,0,5
247,5,1,10,1,10,9,3,4,4,237,0,0.27,0,34,2,10,20,20,20,20,10,0,6,9,8,6,8,2,5,5,,25,Earth and Environmental Science,10,4,1,1,1,6,4,6,20,30,10,15,0,25,1,5,6,8,5,6,3,6,6,0,5
247,5,1,10,1,10,9,7,8,5,238,0,-0.14,0,27,2,15,20,20,15,15,15,0,5,8,8,5,7,5,6,6,2,25,Earth and Environmental Science,10,4,1,1,1,6,4,6,20,30,10,15,0,25,1,6,7,7,6,5,3,6,5,0,5
247,5,1,10,1,10,9,6,7,6,239,0,0.02,0,34,2,10,25,20,20,5,20,0,6,8,8,5,6,7,6,7,2,25,Earth and Environmental Science,10,4,1,1,1,6,4,6,20,30,10,15,0,25,1,5,8,6,5,4,7,7,7,0,5
247,5,1,10,1,10,9,5,6,7,240,0,-0.06,1,26,4,10,30,30,10,10,10,0,4,5,5,4,7,3,4,2,2,25,Earth and Environmental Science,10,4,1,1,1,6,4,6,20,30,10,15,0,25,1,6,6,4,8,3,4,7,7,0,5
247,5,1,10,1,10,9,9,1,8,241,0,-0.15,1,29,4,90,2,2,2,2,2,0,5,10,10,9,6,7,8,6,2,25,Earth and Environmental Science,10,4,1,1,1,6,4,6,20,30,10,15,0,25,1,5,6,5,5,4,3,5,6,0,5
247,5,1,10,1,10,9,4,5,9,242,0,-0.01,0,26,3,20,20,25,20,5,10,0,1,7,6,2,2,3,2,3,2,25,Earth and Environmental Science,10,4,1,1,1,6,4,6,20,30,10,15,0,25,1,8,6,6,6,3,5,7,5,0,5
248,6,1,12,1,10,9,8,3,1,234,0,0.23,1,22,6,20,20,20,10,10,20,0,5,6,6,8,6,2,6,3,2,27,Business,8,6,1,1,1,4,1,6,25,15,20,20,15,5,0,5,7,8,6,7,3,7,4,0,2
248,6,1,12,1,10,9,1,5,2,235,1,0.04,0,23,2,15,15,20,20,20,10,1,7,6,6,8,7,7,7,4,2,27,Business,8,6,1,1,1,4,1,6,25,15,20,20,15,5,1,7,8,6,8,6,4,8,6,0,2
248,6,1,12,1,10,9,2,6,3,236,0,-0.03,0,24,4,15,20,15,20,15,15,1,7,5,6,8,9,6,7,7,2,27,Business,8,6,1,1,1,4,1,6,25,15,20,20,15,5,0,6,6,9,6,7,4,6,4,0,2
248,6,1,12,1,10,9,3,7,4,237,0,0.15,0,34,2,10,20,20,20,20,10,1,7,8,7,6,6,8,7,6,2,27,Business,8,6,1,1,1,4,1,6,25,15,20,20,15,5,0,6,7,7,6,6,3,6,4,0,2
248,6,1,12,1,10,9,7,2,5,238,0,0.14,0,27,2,15,20,20,15,15,15,1,9,8,9,8,9,7,8,7,2,27,Business,8,6,1,1,1,4,1,6,25,15,20,20,15,5,0,6,8,7,7,6,3,7,5,0,2
248,6,1,12,1,10,9,6,1,6,239,0,0.15,0,34,2,10,25,20,20,5,20,1,8,8,7,8,9,6,8,4,2,27,Business,8,6,1,1,1,4,1,6,25,15,20,20,15,5,0,6,7,8,6,3,4,6,4,0,2
248,6,1,12,1,10,9,5,9,7,240,0,0.09,0,26,4,10,30,30,10,10,10,0,5,4,5,7,6,5,6,4,2,27,Business,8,6,1,1,1,4,1,6,25,15,20,20,15,5,1,6,7,7,8,7,5,7,6,0,2
248,6,1,12,1,10,9,9,4,8,241,1,0.17,0,29,4,90,2,2,2,2,2,1,10,6,8,9,7,5,7,6,2,27,Business,8,6,1,1,1,4,1,6,25,15,20,20,15,5,1,6,7,7,8,7,5,7,6,0,2
248,6,1,12,1,10,9,4,8,9,242,1,0.16,0,26,3,20,20,25,20,5,10,1,5,3,6,7,10,3,7,6,2,27,Business,8,6,1,1,1,4,1,6,25,15,20,20,15,5,1,8,7,7,6,6,5,8,5,0,2
249,7,1,14,1,10,9,8,5,1,234,0,0.3,1,22,6,20,20,20,10,10,20,0,4,8,7,8,9,8,7,5,2,33,Finance,8,6,2,7,2,3,1,5,22,22,15,15,5,21,1,9,9,8,9,7,9,9,8,0,4
249,7,1,14,1,10,9,1,7,2,235,0,0.31,0,23,2,15,15,20,20,20,10,0,2,5,5,2,5,2,2,2,2,33,Finance,8,6,2,7,2,3,1,5,22,22,15,15,5,21,1,9,8,9,9,6,7,9,8,0,4
249,7,1,14,1,10,9,2,8,3,236,0,0.47,0,24,4,15,20,15,20,15,15,0,4,7,7,5,9,4,5,6,2,33,Finance,8,6,2,7,2,3,1,5,22,22,15,15,5,21,0,9,9,9,6,7,5,7,6,0,4
249,7,1,14,1,10,9,3,9,4,237,0,-0.09,0,34,2,10,20,20,20,20,10,0,3,7,8,4,3,2,2,0,,33,Finance,8,6,2,7,2,3,1,5,22,22,15,15,5,21,0,6,9,8,7,8,6,2,6,0,4
249,7,1,14,1,10,9,7,4,5,238,0,0.2,0,27,2,15,20,20,15,15,15,0,6,8,9,8,10,6,7,6,2,33,Finance,8,6,2,7,2,3,1,5,22,22,15,15,5,21,1,9,9,8,9,8,9,9,8,1,4
249,7,1,14,1,10,9,6,3,6,239,0,0.32,0,34,2,10,25,20,20,5,20,0,6,8,8,6,8,5,6,7,2,33,Finance,8,6,2,7,2,3,1,5,22,22,15,15,5,21,0,6,7,6,5,5,5,6,4,0,4
249,7,1,14,1,10,9,5,2,7,240,0,-0.18,0,26,4,10,30,30,10,10,10,0,5,5,6,5,7,6,6,3,2,33,Finance,8,6,2,7,2,3,1,5,22,22,15,15,5,21,1,8,9,8,10,9,10,9,6,0,4
249,7,1,14,1,10,9,9,6,8,241,0,0.19,0,29,4,90,2,2,2,2,2,0,5,8,9,6,10,5,6,6,2,33,Finance,8,6,2,7,2,3,1,5,22,22,15,15,5,21,1,2,9,7,9,9,9,8,7,0,4
249,7,1,14,1,10,9,4,1,9,242,0,0.27,0,26,3,20,20,25,20,5,10,0,3,5,,6,10,,4,5,1,33,Finance,8,6,2,7,2,3,1,5,22,22,15,15,5,21,1,9,8,9,9,7,8,9,7,0,4
250,8,1,16,1,10,9,8,1,1,234,0,0.66,1,22,6,20,20,20,10,10,20,1,7,5,8,5,8,7,5,3,2,25,Classics,6,6,1,1,4,2,1,7,20,20,20,20,10,10,0,5,10,6,7,7,4,5,6,0,5
250,8,1,16,1,10,9,1,3,2,235,0,0.65,0,23,2,15,15,20,20,20,10,0,3,7,7,6,9,5,5,4,2,25,Classics,6,6,1,1,4,2,1,7,20,20,20,20,10,10,1,9,10,7,9,7,7,9,9,0,5
250,8,1,16,1,10,9,2,4,3,236,0,0.39,0,24,4,15,20,15,20,15,15,1,7,6,7,6,7,8,7,8,2,25,Classics,6,6,1,1,4,2,1,7,20,20,20,20,10,10,0,3,8,5,4,4,4,4,6,0,5
250,8,1,16,1,10,9,3,5,4,237,1,0.6,0,34,2,10,20,20,20,20,10,1,6,8,10,8,10,9,8,9,,25,Classics,6,6,1,1,4,2,1,7,20,20,20,20,10,10,1,6,10,8,7,7,6,6,9,0,5
250,8,1,16,1,10,9,7,9,5,238,1,0.81,0,27,2,15,20,20,15,15,15,1,9,8,9,9,10,10,9,8,2,25,Classics,6,6,1,1,4,2,1,7,20,20,20,20,10,10,1,8,8,8,9,7,8,8,9,0,5
250,8,1,16,1,10,9,6,8,6,239,0,0.6,0,34,2,10,25,20,20,5,20,1,7,8,9,7,8,7,7,5,2,25,Classics,6,6,1,1,4,2,1,7,20,20,20,20,10,10,0,5,8,7,6,6,5,5,9,0,5
250,8,1,16,1,10,9,5,7,7,240,1,-0.38,0,26,4,10,30,30,10,10,10,1,7,5,5,6,5,7,6,5,2,25,Classics,6,6,1,1,4,2,1,7,20,20,20,20,10,10,1,6,7,7,8,9,7,7,10,0,5
250,8,1,16,1,10,9,9,2,8,241,1,0.76,0,29,4,90,2,2,2,2,2,1,8,6,10,9,10,9,8,7,2,25,Classics,6,6,1,1,4,2,1,7,20,20,20,20,10,10,1,8,10,8,8,8,8,8,9,0,5
250,8,1,16,1,10,9,4,6,9,242,1,0.67,0,26,3,20,20,25,20,5,10,1,7,7,7,6,9,7,7,6,2,25,Classics,6,6,1,1,4,2,1,7,20,20,20,20,10,10,1,7,8,7,8,7,8,7,9,0,5
251,9,1,18,1,10,9,8,8,1,234,0,-0.12,1,22,6,20,20,20,10,10,20,1,5,8,7,4,,5,6,4,2,33,Philosophy (Ph.D.),7,6,2,2,6,4,1,5,19,19,19,19,19,5,0,8,8,8,6,9,,7,4,0,1
251,9,1,18,1,10,9,1,1,2,235,0,0.11,0,23,2,15,15,20,20,20,10,0,5,9,8,7,8,5,5,6,2,33,Philosophy (Ph.D.),7,6,2,2,6,4,1,5,19,19,19,19,19,5,1,8,9,8,8,8,,8,8,0,1
251,9,1,18,1,10,9,2,2,3,236,0,0.39,0,24,4,15,20,15,20,15,15,0,5,6,6,7,5,5,7,7,2,33,Philosophy (Ph.D.),7,6,2,2,6,4,1,5,19,19,19,19,19,5,0,4,8,7,3,8,,3,6,0,1
251,9,1,18,1,10,9,3,3,4,237,0,0.14,0,34,2,10,20,20,20,20,10,0,2,10,10,5,,,5,4,,33,Philosophy (Ph.D.),7,6,2,2,6,4,1,5,19,19,19,19,19,5,0,6,8,8,6,,,6,6,0,1
251,9,1,18,1,10,9,7,7,5,238,0,0.03,0,27,2,15,20,20,15,15,15,0,6,8,8,6,7,6,6,6,2,33,Philosophy (Ph.D.),7,6,2,2,6,4,1,5,19,19,19,19,19,5,0,5,8,7,4,8,8,5,6,0,1
251,9,1,18,1,10,9,6,6,6,239,0,0.37,0,34,2,10,25,20,20,5,20,0,5,7,8,6,6,7,6,6,2,33,Philosophy (Ph.D.),7,6,2,2,6,4,1,5,19,19,19,19,19,5,0,7,8,8,6,6,,7,6,0,1
251,9,1,18,1,10,9,5,5,7,240,0,0.28,0,26,4,10,30,30,10,10,10,0,5,5,5,4,4,3,5,2,2,33,Philosophy (Ph.D.),7,6,2,2,6,4,1,5,19,19,19,19,19,5,0,7,8,7,5,8,,5,6,0,1
251,9,1,18,1,10,9,9,9,8,241,0,-0.01,0,29,4,90,2,2,2,2,2,0,7,7,9,6,8,5,6,4,2,33,Philosophy (Ph.D.),7,6,2,2,6,4,1,5,19,19,19,19,19,5,0,7,8,7,6,7,,7,5,0,1
251,9,1,18,1,10,9,4,4,9,242,1,0.44,0,26,3,20,20,25,20,5,10,1,3,6,7,5,3,7,6,6,2,33,Philosophy (Ph.D.),7,6,2,2,6,4,1,5,19,19,19,19,19,5,1,8,9,8,8,8,8,8,7,0,1
